SHOULDBE,CURRENTNAME ,state,STATEABBR,FIPS,NYTFIPS
Autauga,Autauga County,Alabama,AL,1001,1001
Baldwin,Baldwin County,Alabama,AL,1003,1003
Barbour,Barbour County,Alabama,AL,1005,1005
Bibb,Bibb County,Alabama,AL,1007,1007
Blount,Blount County,Alabama,AL,1009,1009
Bullock,Bullock County,Alabama,AL,1011,1011
Butler,Butler County,Alabama,AL,1013,1013
Calhoun,Calhoun County,Alabama,AL,1015,1015
Chambers,Chambers County,Alabama,AL,1017,1017
Cherokee,Cherokee County,Alabama,AL,1019,1019
Chilton,Chilton County,Alabama,AL,1021,1021
Choctaw,Choctaw County,Alabama,AL,1023,1023
Clarke,Clarke County,Alabama,AL,1025,1025
Clay,Clay County,Alabama,AL,1027,1027
Cleburne,Cleburne County,Alabama,AL,1029,1029
Coffee,Coffee County,Alabama,AL,1031,1031
Colbert,Colbert County,Alabama,AL,1033,1033
Conecuh,Conecuh County,Alabama,AL,1035,1035
Coosa,Coosa County,Alabama,AL,1037,1037
Covington,Covington County,Alabama,AL,1039,1039
Crenshaw,Crenshaw County,Alabama,AL,1041,1041
Cullman,Cullman County,Alabama,AL,1043,1043
Dale,Dale County,Alabama,AL,1045,1045
Dallas,Dallas County,Alabama,AL,1047,1047
DeKalb,DeKalb County,Alabama,AL,1049,1049
Elmore,Elmore County,Alabama,AL,1051,1051
Escambia,Escambia County,Alabama,AL,1053,1053
Etowah,Etowah County,Alabama,AL,1055,1055
Fayette,Fayette County,Alabama,AL,1057,1057
Franklin,Franklin County,Alabama,AL,1059,1059
Geneva,Geneva County,Alabama,AL,1061,1061
Greene,Greene County,Alabama,AL,1063,1063
Hale,Hale County,Alabama,AL,1065,1065
Henry,Henry County,Alabama,AL,1067,1067
Houston,Houston County,Alabama,AL,1069,1069
Jackson,Jackson County,Alabama,AL,1071,1071
Jefferson,Jefferson County,Alabama,AL,1073,1073
Lamar,Lamar County,Alabama,AL,1075,1075
Lauderdale,Lauderdale County,Alabama,AL,1077,1077
Lawrence,Lawrence County,Alabama,AL,1079,1079
Lee,Lee County,Alabama,AL,1081,1081
Limestone,Limestone County,Alabama,AL,1083,1083
Lowndes,Lowndes County,Alabama,AL,1085,1085
Macon,Macon County,Alabama,AL,1087,1087
Madison,Madison County,Alabama,AL,1089,1089
Marengo,Marengo County,Alabama,AL,1091,1091
Marion,Marion County,Alabama,AL,1093,1093
Marshall,Marshall County,Alabama,AL,1095,1095
Mobile,Mobile County,Alabama,AL,1097,1097
Monroe,Monroe County,Alabama,AL,1099,1099
Montgomery,Montgomery County,Alabama,AL,1101,1101
Morgan,Morgan County,Alabama,AL,1103,1103
Perry,Perry County,Alabama,AL,1105,1105
Pickens,Pickens County,Alabama,AL,1107,1107
Pike,Pike County,Alabama,AL,1109,1109
Randolph,Randolph County,Alabama,AL,1111,1111
Russell,Russell County,Alabama,AL,1113,1113
Shelby,St. Clair County,Alabama,AL,1117,1117
St. Clair,Shelby County,Alabama,AL,1115,1115
Sumter,Sumter County,Alabama,AL,1119,1119
Talladega,Talladega County,Alabama,AL,1121,1121
Tallapoosa,Tallapoosa County,Alabama,AL,1123,1123
Tuscaloosa,Tuscaloosa County,Alabama,AL,1125,1125
Walker,Walker County,Alabama,AL,1127,1127
Washington,Washington County,Alabama,AL,1129,1129
Wilcox,Wilcox County,Alabama,AL,1131,1131
Winston,Winston County,Alabama,AL,1133,1133
Apache,Apache County,Arizona,AZ,2013,4001
Cochise,Cochise County,Arizona,AZ,2016,4003
Coconino,Coconino County,Arizona,AZ,2020,4005
Gila,Gila County,Arizona,AZ,2050,4007
Graham,Graham County,Arizona,AZ,2060,4009
Greenlee,Greenlee County,Arizona,AZ,2068,4011
La Paz,La Paz County,Arizona,AZ,2070,4012
Maricopa,Maricopa County,Arizona,AZ,2090,4013
Mohave,Mohave County,Arizona,AZ,2100,4015
Navajo,Navajo County,Arizona,AZ,2110,4017
Pima,Pima County,Arizona,AZ,2122,4019
Pinal,Pinal County,Arizona,AZ,2130,4021
Santa Cruz,Santa Cruz County,Arizona,AZ,2150,4023
Yavapai,Yavapai County,Arizona,AZ,2158,4025
Yuma,Yuma County,Arizona,AZ,2164,4027
Arkansas,Arkansas County,Arkansas,AR,2170,5001
Ashley,Ashley County,Arkansas,AR,2180,5003
Baxter,Baxter County,Arkansas,AR,2185,5005
Benton,Benton County,Arkansas,AR,2188,5007
Boone,Boone County,Arkansas,AR,2195,5009
Bradley,Bradley County,Arkansas,AR,2198,5011
Calhoun,Calhoun County,Arkansas,AR,2220,5013
Carroll,Carroll County,Arkansas,AR,2240,5015
Chicot,Chicot County,Arkansas,AR,,5017
Clark,Clark County,Arkansas,AR,2261,5019
Clay,Clay County,Arkansas,AR,2275,5021
Cleburne,Cleburne County,Arkansas,AR,2290,5023
Cleveland,Cleveland County,Arkansas,AR,4001,5025
Columbia,Columbia County,Arkansas,AR,4003,5027
Conway,Conway County,Arkansas,AR,4005,5029
Craighead,Craighead County,Arkansas,AR,4007,5031
Crawford,Crawford County,Arkansas,AR,4009,5033
Crittenden,Crittenden County,Arkansas,AR,4011,5035
Cross,Cross County,Arkansas,AR,4012,5037
Dallas,Dallas County,Arkansas,AR,4013,5039
Desha,Desha County,Arkansas,AR,4015,5041
Drew,Drew County,Arkansas,AR,4017,5043
Faulkner,Faulkner County,Arkansas,AR,4019,5045
Franklin,Franklin County,Arkansas,AR,4021,5047
Fulton,Fulton County,Arkansas,AR,4023,5049
Garland,Garland County,Arkansas,AR,4025,5051
Grant,Grant County,Arkansas,AR,4027,5053
Greene,Greene County,Arkansas,AR,5001,5055
Hempstead,Hempstead County,Arkansas,AR,5003,5057
Hot Spring,Hot Spring County,Arkansas,AR,5005,5059
Howard,Howard County,Arkansas,AR,5007,5061
Independence,Independence County,Arkansas,AR,5009,5063
Izard,Izard County,Arkansas,AR,5011,5065
Jackson,Jackson County,Arkansas,AR,5013,5067
Jefferson,Jefferson County,Arkansas,AR,5015,5069
Johnson,Johnson County,Arkansas,AR,5017,5071
Lafayette,Lafayette County,Arkansas,AR,5019,5073
Lawrence,Lawrence County,Arkansas,AR,5021,5075
Lee,Lee County,Arkansas,AR,5023,5077
Lincoln,Lincoln County,Arkansas,AR,5025,5079
Little River,Little River County,Arkansas,AR,5027,5081
Logan,Logan County,Arkansas,AR,5029,5083
Lonoke,Lonoke County,Arkansas,AR,5031,5085
Madison,Madison County,Arkansas,AR,5033,5087
Marion,Marion County,Arkansas,AR,5035,5089
Miller,Miller County,Arkansas,AR,5037,5091
Mississippi,Mississippi County,Arkansas,AR,5039,5093
Monroe,Monroe County,Arkansas,AR,5041,5095
Montgomery,Montgomery County,Arkansas,AR,5043,5097
Nevada,Nevada County,Arkansas,AR,5045,5099
Newton,Newton County,Arkansas,AR,5047,5101
Ouachita,Ouachita County,Arkansas,AR,5049,5103
Perry,Perry County,Arkansas,AR,5051,5105
Phillips,Phillips County,Arkansas,AR,5053,5107
Pike,Pike County,Arkansas,AR,5055,5109
Poinsett,Poinsett County,Arkansas,AR,5057,5111
Polk,Polk County,Arkansas,AR,5059,5113
Pope,Pope County,Arkansas,AR,5061,5115
Prairie,Prairie County,Arkansas,AR,5063,5117
Pulaski,Pulaski County,Arkansas,AR,5065,5119
Randolph,Randolph County,Arkansas,AR,5067,5121
Saline,St. Francis County,Arkansas,AR,5069,5125
Scott,Saline County,Arkansas,AR,5071,5127
Searcy,Scott County,Arkansas,AR,5073,5129
Sebastian,Searcy County,Arkansas,AR,5075,5131
Sevier,Sebastian County,Arkansas,AR,5077,5133
Sharp,Sevier County,Arkansas,AR,5079,5135
St. Francis,Sharp County,Arkansas,AR,5081,5123
Stone,Stone County,Arkansas,AR,5083,5137
Union,Union County,Arkansas,AR,5085,5139
Unknown,Van Buren County,Arkansas,AR,5087,
Unknown,Washington County,Arkansas,AR,5089,5141
Unknown,White County,Arkansas,AR,5091,5143
Unknown,Woodruff County,Arkansas,AR,5093,5145
Unknown,Yell County,Arkansas,AR,5095,5147
Unknown,Alameda County,Arkansas,CA,5097,5149
Unknown,Alpine County,California,CA,5099,6001
Unknown,Amador County,California,CA,5101,6003
Unknown,Butte County,California,CA,5103,6005
Unknown,Calaveras County,California,CA,5105,6007
Unknown,Colusa County,California,CA,5107,6009
Unknown,Contra Costa County,California,CA,5109,6011
Unknown,Del Norte County,California,CA,5111,6013
Unknown,El Dorado County,California,CA,5113,6015
Unknown,Fresno County,California,CA,5115,6017
Unknown,Glenn County,California,CA,5117,6019
Unknown,Humboldt County,California,CA,5119,6021
Unknown,Imperial County,California,CA,5121,6023
Unknown,Inyo County,California,CA,5125,6025
Unknown,Kern County,California,CA,5127,6027
Unknown,Kings County,California,CA,5129,6029
Unknown,Lake County,California,CA,5131,6031
Unknown,Lassen County,California,CA,5133,6033
Unknown,Los Angeles County,California,CA,5135,6035
Unknown,Madera County,California,CA,5123,6037
Unknown,Marin County,California,CA,5137,6039
Van Buren,Mariposa County,California,CA,5139,6041
Washington,Mendocino County,California,CA,,6043
White,Merced County,California,CA,5141,6045
Woodruff,Modoc County,California,CA,5143,6047
Yell,Mono County,California,CA,5145,6049
Alameda,Monterey County,California,CA,5147,6051
Alpine,Napa County,California,CA,5149,6053
Amador,Nevada County,California,CA,6001,6055
Butte,Orange County,California,CA,6003,6057
Calaveras,Placer County,California,CA,6005,6059
Colusa,Plumas County,California,CA,6007,6061
Contra Costa,Riverside County,California,CA,6009,6063
Del Norte,Sacramento County,California,CA,6011,6065
El Dorado,San Benito County,California,CA,6013,6067
Fresno,San Bernardino County,California,CA,6015,6069
Glenn,San Diego County,California,CA,6017,6071
Humboldt,San Francisco County,California,CA,6019,6073
Imperial,San Joaquin County,California,CA,6021,6075
Inyo,San Luis Obispo County,California,CA,6023,6077
Kern,San Mateo County,California,CA,6025,6079
Kings,Santa Barbara County,California,CA,6027,6081
Lake,Santa Clara County,California,CA,6029,6083
Lassen,Santa Cruz County,California,CA,6031,6085
Los Angeles,Shasta County,California,CA,6033,6087
Madera,Sierra County,California,CA,6035,6089
Marin,Siskiyou County,California,CA,6037,6091
Mariposa,Solano County,California,CA,6039,6093
Mendocino,Sonoma County,California,CA,6041,6095
Merced,Stanislaus County,California,CA,6043,6097
Modoc,Sutter County,California,CA,6045,6099
Mono,Tehama County,California,CA,6047,6101
Monterey,Trinity County,California,CA,6049,6103
Napa,Tulare County,California,CA,6051,6105
Nevada,Tuolumne County,California,CA,6053,6107
Orange,Ventura County,California,CA,6055,6109
Placer,Yolo County,California,CA,6057,6111
Plumas,Yuba County,California,CA,6059,6113
Riverside,Adams County,California,CO,6061,6115
Sacramento,Alamosa County,Colorado,CO,6063,8001
San Benito,Arapahoe County,Colorado,CO,6065,8003
San Bernardino,Archuleta County,Colorado,CO,6067,8005
San Diego,Baca County,Colorado,CO,6069,8007
San Francisco,Bent County,Colorado,CO,6071,8009
San Joaquin,Boulder County,Colorado,CO,6073,8011
San Luis Obispo,Broomfield County,Colorado,CO,6075,8013
San Mateo,Chaffee County,Colorado,CO,6077,8014
Santa Barbara,Cheyenne County,Colorado,CO,6079,8015
Santa Clara,Clear Creek County,Colorado,CO,6081,8017
Santa Cruz,Conejos County,Colorado,CO,6083,8019
Shasta,Costilla County,Colorado,CO,6085,8021
Sierra,Crowley County,Colorado,CO,6087,8023
Siskiyou,Custer County,Colorado,CO,6089,8025
Solano,Delta County,Colorado,CO,6091,8027
Sonoma,Denver County,Colorado,CO,6093,8029
Stanislaus,Dolores County,Colorado,CO,6095,8031
Sutter,Douglas County,Colorado,CO,6097,8033
Tehama,Eagle County,Colorado,CO,6099,8035
Trinity,Elbert County,Colorado,CO,6101,8037
Tulare,El Paso County,Colorado,CO,6103,8039
Tuolumne,Fremont County,Colorado,CO,6105,8041
Ventura,Garfield County,Colorado,CO,6107,8043
Yolo,Gilpin County,Colorado,CO,6109,8045
Yuba,Grand County,Colorado,CO,6111,8047
Adams,Gunnison County,Colorado,CO,6113,8049
Alamosa,Hinsdale County,Colorado,CO,6115,8051
Arapahoe,Huerfano County,Colorado,CO,8001,8053
Archuleta,Jackson County,Colorado,CO,8003,8055
Baca,Jefferson County,Colorado,CO,8005,8057
Bent,Kiowa County,Colorado,CO,8007,8059
Boulder,Kit Carson County,Colorado,CO,8009,8063
Broomfield,Lake County,Colorado,CO,8011,8065
Chaffee,La Plata County,Colorado,CO,8013,8067
Cheyenne,Larimer County,Colorado,CO,8014,8069
Clear Creek,Las Animas County,Colorado,CO,8015,8071
Conejos,Lincoln County,Colorado,CO,8017,8073
Costilla,Logan County,Colorado,CO,8019,8075
Crowley,Mesa County,Colorado,CO,8021,8077
Custer,Mineral County,Colorado,CO,8023,8079
Delta,Moffat County,Colorado,CO,8025,8081
Denver,Montezuma County,Colorado,CO,8027,8083
Dolores,Montrose County,Colorado,CO,8029,8085
Douglas,Morgan County,Colorado,CO,8031,8087
Eagle,Otero County,Colorado,CO,8033,8089
Elbert,Ouray County,Colorado,CO,8035,8091
El Paso,Park County,Colorado,CO,8037,8093
Fremont,Phillips County,Colorado,CO,8039,8095
Garfield,Pitkin County,Colorado,CO,8041,8097
Gilpin,Prowers County,Colorado,CO,8043,8099
Grand,Pueblo County,Colorado,CO,8045,8101
Gunnison,Rio Blanco County,Colorado,CO,8047,8103
Hinsdale,Rio Grande County,Colorado,CO,8049,8105
Huerfano,Routt County,Colorado,CO,8051,8107
Jackson,Saguache County,Colorado,CO,8053,8109
Jefferson,San Juan County,Colorado,CO,8055,8111
Kit Carson,San Miguel County,Colorado,CO,8057,8113
Lake,Sedgwick County,Colorado,CO,8059,8115
La Plata,Summit County,Colorado,CO,8063,8117
Larimer,Teller County,Colorado,CO,8065,8119
Las Animas,Washington County,Colorado,CO,8067,8121
Lincoln,Weld County,Colorado,CO,8069,8123
Logan,Yuma County,Colorado,CO,8071,8125
Mesa,Fairfield County,Connecticut,CT,8073,9001
Mineral,Hartford County,Connecticut,CT,8075,9003
Moffat,Litchfield County,Connecticut,CT,8077,9005
Montezuma,Middlesex County,Connecticut,CT,8079,9007
Montrose,New Haven County,Connecticut,CT,8081,9009
Morgan,New London County,Connecticut,CT,8083,9011
Otero,Tolland County,Connecticut,CT,8085,9013
Ouray,Windham County,Connecticut,CT,8087,
Park,Kent County,Connecticut,DE,8089,9015
Phillips,New Castle County,Delaware,DE,8091,10001
Pitkin,Sussex County,Delaware,DE,8093,10003
Prowers,District of Columbia,Delaware,DC,8095,10005
Pueblo,Alachua County,Delaware,FL,8097,
Rio Blanco,Baker County,District of Columbia,FL,8099,11001
Rio Grande,Bay County,Florida,FL,8101,12001
Routt,Bradford County,Florida,FL,8103,12003
Saguache,Brevard County,Florida,FL,8105,12005
San Juan,Broward County,Florida,FL,8107,12007
San Miguel,Calhoun County,Florida,FL,8109,12009
Sedgwick,Charlotte County,Florida,FL,8111,12011
Summit,Citrus County,Florida,FL,8113,12013
Teller,Clay County,Florida,FL,8115,12015
Washington,Collier County,Florida,FL,8117,12017
Weld,Columbia County,Florida,FL,8119,12019
Yuma,DeSoto County,Florida,FL,8121,12021
Fairfield,Dixie County,Florida,FL,8123,12023
Hartford,Duval County,Florida,FL,8125,12027
Litchfield,Escambia County,Florida,FL,9001,12029
Middlesex,Flagler County,Florida,FL,9003,12031
New Haven,Franklin County,Florida,FL,9005,12033
New London,Gadsden County,Florida,FL,9007,12035
Tolland,Gilchrist County,Florida,FL,9009,12037
Unknown,Glades County,Florida,FL,9011,12039
Unknown,Gulf County,Florida,FL,9013,12041
Unknown,Hamilton County,Florida,FL,,12043
Unknown,Hardee County,Florida,FL,9015,12045
Unknown,Hendry County,Florida,FL,10001,12047
Unknown,Hernando County,Florida,FL,10003,12049
Unknown,Highlands County,Florida,FL,10005,12051
Unknown,Hillsborough County,Florida,FL,,12053
Unknown,Holmes County,Florida,FL,11001,12055
Unknown,Indian River County,Florida,FL,12001,12057
Unknown,Jackson County,Florida,FL,12003,12059
Unknown,Jefferson County,Florida,FL,12005,12061
Unknown,Lafayette County,Florida,FL,12007,12063
Unknown,Lake County,Florida,FL,12009,12065
Unknown,Lee County,Florida,FL,12011,12067
Unknown,Leon County,Florida,FL,12013,12069
Unknown,Levy County,Florida,FL,12015,12071
Unknown,Liberty County,Florida,FL,12017,12073
Unknown,Madison County,Florida,FL,12019,12075
Unknown,Manatee County,Florida,FL,12021,12077
Unknown,Marion County,Florida,FL,12023,12079
Unknown,Martin County,Florida,FL,12027,12081
Unknown,Miami-Dade County,Florida,FL,12029,12083
Unknown,Monroe County,Florida,FL,12031,12085
Unknown,Nassau County,Florida,FL,12033,12086
Unknown,Okaloosa County,Florida,FL,12035,12087
Windham,Okeechobee County,Florida,FL,12037,12089
Kent,Orange County,Florida,FL,12039,12091
New Castle,Osceola County,Florida,FL,12041,12093
Sussex,Palm Beach County,Florida,FL,12043,12095
Unknown,Pasco County,Florida,FL,12045,12097
Unknown,Pinellas County,Florida,FL,12047,12099
Unknown,Polk County,Florida,FL,12049,12101
Unknown,Putnam County,Florida,FL,12051,12103
Unknown,St. Johns County,Florida,FL,12053,12105
Unknown,St. Lucie County,Florida,FL,12055,12107
Unknown,Santa Rosa County,Florida,FL,12057,12113
Unknown,Sarasota County,Florida,FL,12059,12115
Unknown,Seminole County,Florida,FL,12061,12117
Unknown,Sumter County,Florida,FL,12063,12109
Unknown,Suwannee County,Florida,FL,12065,12111
Unknown,Taylor County,Florida,FL,12067,12119
Unknown,Union County,Florida,FL,12069,12121
Unknown,Volusia County,Florida,FL,12071,12123
Unknown,Wakulla County,Florida,FL,12073,12125
Unknown,Walton County,Florida,FL,12075,
Unknown,Washington County,Florida,FL,12077,12127
Unknown,Appling County,Florida,GA,12079,12129
Unknown,Atkinson County,Florida,GA,12081,12131
Unknown,Bacon County,Florida,GA,12083,12133
Unknown,Baker County,Georgia,GA,12085,13001
Unknown,Baldwin County,Georgia,GA,12086,13003
Unknown,Banks County,Georgia,GA,12087,13005
Unknown,Barrow County,Georgia,GA,12089,13007
Unknown,Bartow County,Georgia,GA,12091,13009
Unknown,Ben Hill County,Georgia,GA,12093,13011
District of Columbia,Berrien County,Georgia,GA,12095,13013
Alachua,Bibb County,Georgia,GA,12097,13015
Baker,Bleckley County,Georgia,GA,12099,13017
Bay,Brantley County,Georgia,GA,12101,13019
Bradford,Brooks County,Georgia,GA,12103,13021
Brevard,Bryan County,Georgia,GA,12105,13023
Broward,Bulloch County,Georgia,GA,12107,13025
Calhoun,Burke County,Georgia,GA,12113,13027
Charlotte,Butts County,Georgia,GA,12115,13029
Citrus,Calhoun County,Georgia,GA,12117,13031
Clay,Camden County,Georgia,GA,12109,13033
Collier,Candler County,Georgia,GA,12111,13035
Columbia,Carroll County,Georgia,GA,12119,13037
DeSoto,Catoosa County,Georgia,GA,12121,13039
Dixie,Charlton County,Georgia,GA,12123,13043
Duval,Chatham County,Georgia,GA,12125,13045
Escambia,Chattahoochee County,Georgia,GA,,13047
Flagler,Chattooga County,Georgia,GA,12127,13049
Franklin,Cherokee County,Georgia,GA,12129,13051
Gadsden,Clarke County,Georgia,GA,12131,13053
Gilchrist,Clay County,Georgia,GA,12133,13055
Glades,Clayton County,Georgia,GA,13001,13057
Gulf,Clinch County,Georgia,GA,13003,13059
Hamilton,Cobb County,Georgia,GA,13005,13061
Hardee,Coffee County,Georgia,GA,13007,13063
Hendry,Colquitt County,Georgia,GA,13009,13065
Hernando,Columbia County,Georgia,GA,13011,13067
Highlands,Cook County,Georgia,GA,13013,13069
Hillsborough,Coweta County,Georgia,GA,13015,13071
Holmes,Crawford County,Georgia,GA,13017,13073
Indian River,Crisp County,Georgia,GA,13019,13075
Jackson,Dade County,Georgia,GA,13021,13077
Jefferson,Dawson County,Georgia,GA,13023,13079
Lafayette,Decatur County,Georgia,GA,13025,13081
Lake,DeKalb County,Georgia,GA,13027,13083
Lee,Dodge County,Georgia,GA,13029,13085
Leon,Dooly County,Georgia,GA,13031,13087
Levy,Dougherty County,Georgia,GA,13033,13089
Liberty,Douglas County,Georgia,GA,13035,13091
Madison,Early County,Georgia,GA,13037,13093
Manatee,Echols County,Georgia,GA,13039,13095
Marion,Effingham County,Georgia,GA,13043,13097
Martin,Elbert County,Georgia,GA,13045,13099
Miami-Dade,Emanuel County,Georgia,GA,13047,13101
Monroe,Evans County,Georgia,GA,13049,13103
Nassau,Fannin County,Georgia,GA,13051,13105
Okaloosa,Fayette County,Georgia,GA,13053,13107
Okeechobee,Floyd County,Georgia,GA,13055,13109
Orange,Forsyth County,Georgia,GA,13057,13111
Osceola,Franklin County,Georgia,GA,13059,13113
Palm Beach,Fulton County,Georgia,GA,13061,13115
Pasco,Gilmer County,Georgia,GA,13063,13117
Pinellas,Glascock County,Georgia,GA,13065,13119
Polk,Glynn County,Georgia,GA,13067,13121
Putnam,Gordon County,Georgia,GA,13069,13123
Santa Rosa,Grady County,Georgia,GA,13071,13125
Sarasota,Greene County,Georgia,GA,13073,13127
Seminole,Gwinnett County,Georgia,GA,13075,13129
St. Johns,Habersham County,Georgia,GA,13077,13131
St. Lucie,Hall County,Georgia,GA,13079,13133
Sumter,Hancock County,Georgia,GA,13081,13135
Suwannee,Haralson County,Georgia,GA,13083,13137
Taylor,Harris County,Georgia,GA,13085,13139
Union,Hart County,Georgia,GA,13087,13141
Unknown,Heard County,Georgia,GA,13089,13143
Unknown,Henry County,Georgia,GA,13091,13145
Unknown,Houston County,Georgia,GA,13093,13147
Unknown,Irwin County,Georgia,GA,13095,13149
Unknown,Jackson County,Georgia,GA,13097,13151
Unknown,Jasper County,Georgia,GA,13099,13153
Unknown,Jeff Davis County,Georgia,GA,13101,13155
Unknown,Jefferson County,Georgia,GA,13103,13157
Unknown,Jenkins County,Georgia,GA,13105,13159
Unknown,Johnson County,Georgia,GA,13107,13161
Unknown,Jones County,Georgia,GA,13109,13163
Unknown,Lamar County,Georgia,GA,13111,13165
Unknown,Lanier County,Georgia,GA,13113,13167
Unknown,Laurens County,Georgia,GA,13115,13169
Unknown,Lee County,Georgia,GA,13117,13171
Unknown,Liberty County,Georgia,GA,13119,13173
Unknown,Lincoln County,Georgia,GA,13121,13175
Unknown,Long County,Georgia,GA,13123,13177
Unknown,Lowndes County,Georgia,GA,13125,13179
Unknown,Lumpkin County,Georgia,GA,13127,13181
Unknown,McDuffie County,Georgia,GA,13129,13183
Unknown,McIntosh County,Georgia,GA,13131,13185
Unknown,Macon County,Georgia,GA,13133,13187
Unknown,Madison County,Georgia,GA,13135,13193
Unknown,Marion County,Georgia,GA,13137,13195
Unknown,Meriwether County,Georgia,GA,13139,13197
Volusia,Miller County,Georgia,GA,13141,13189
Wakulla,Mitchell County,Georgia,GA,13143,13191
Walton,Monroe County,Georgia,GA,13145,13199
Washington,Montgomery County,Georgia,GA,13147,13201
Appling,Morgan County,Georgia,GA,13149,13205
Atkinson,Murray County,Georgia,GA,13151,13207
Bacon,Muscogee County,Georgia,GA,13153,13209
Baker,Newton County,Georgia,GA,13155,13211
Baldwin,Oconee County,Georgia,GA,13157,13213
Banks,Oglethorpe County,Georgia,GA,13159,13215
Barrow,Paulding County,Georgia,GA,13161,13217
Bartow,Peach County,Georgia,GA,13163,13219
Ben Hill,Pickens County,Georgia,GA,13165,13221
Berrien,Pierce County,Georgia,GA,13167,13223
Bibb,Pike County,Georgia,GA,13169,13225
Bleckley,Polk County,Georgia,GA,13171,13227
Brantley,Pulaski County,Georgia,GA,13173,13229
Brooks,Putnam County,Georgia,GA,13175,13231
Bryan,Quitman County,Georgia,GA,13177,13233
Bulloch,Rabun County,Georgia,GA,13179,13235
Burke,Randolph County,Georgia,GA,13181,13237
Butts,Richmond County,Georgia,GA,13183,13239
Calhoun,Rockdale County,Georgia,GA,13185,13241
Camden,Schley County,Georgia,GA,13187,13243
Candler,Screven County,Georgia,GA,13193,13245
Carroll,Seminole County,Georgia,GA,13195,13247
Catoosa,Spalding County,Georgia,GA,13197,13249
Charlton,Stephens County,Georgia,GA,13189,13251
Chatham,Stewart County,Georgia,GA,13191,13253
Chattahoochee,Sumter County,Georgia,GA,13199,13255
Chattooga,Talbot County,Georgia,GA,13201,13257
Cherokee,Taliaferro County,Georgia,GA,13205,13259
Clarke,Tattnall County,Georgia,GA,13207,13261
Clay,Taylor County,Georgia,GA,13209,13263
Clayton,Telfair County,Georgia,GA,13211,13265
Clinch,Terrell County,Georgia,GA,13213,13267
Cobb,Thomas County,Georgia,GA,13215,13269
Coffee,Tift County,Georgia,GA,13217,13271
Colquitt,Toombs County,Georgia,GA,13219,13273
Columbia,Towns County,Georgia,GA,13221,13275
Cook,Treutlen County,Georgia,GA,13223,13277
Coweta,Troup County,Georgia,GA,13225,13279
Crawford,Turner County,Georgia,GA,13227,13281
Crisp,Twiggs County,Georgia,GA,13229,13283
Dade,Union County,Georgia,GA,13231,13285
Dawson,Upson County,Georgia,GA,13233,13287
Decatur,Walker County,Georgia,GA,13235,13289
DeKalb,Walton County,Georgia,GA,13237,13291
Dodge,Ware County,Georgia,GA,13239,
Dooly,Warren County,Georgia,GA,13241,13293
Dougherty,Washington County,Georgia,GA,13243,13295
Douglas,Wayne County,Georgia,GA,13245,13297
Early,Webster County,Georgia,GA,13247,13299
Echols,Wheeler County,Georgia,GA,13249,13301
Effingham,White County,Georgia,GA,13251,13303
Elbert,Whitfield County,Georgia,GA,13253,13305
Emanuel,Wilcox County,Georgia,GA,13255,13307
Evans,Wilkes County,Georgia,GA,13257,13309
Fannin,Wilkinson County,Georgia,GA,13259,13311
Fayette,Worth County,Georgia,GA,13261,13313
Floyd,Hawaii County,Georgia,HI,13263,13315
Forsyth,Honolulu County,Georgia,HI,13265,13317
Franklin,Kalawao County,Georgia,HI,13267,13319
Fulton,Kauai County,Georgia,HI,13269,13321
Gilmer,Maui County,Guam,HI,13271,
Glascock,Ada County,Hawaii,ID,13273,15001
Glynn,Adams County,Hawaii,ID,13275,15003
Gordon,Bannock County,Hawaii,ID,13277,15007
Grady,Bear Lake County,Hawaii,ID,13279,15009
Greene,Benewah County,Idaho,ID,13281,16001
Gwinnett,Bingham County,Idaho,ID,13283,16003
Habersham,Blaine County,Idaho,ID,13285,16005
Hall,Boise County,Idaho,ID,13287,16007
Hancock,Bonner County,Idaho,ID,13289,16009
Haralson,Bonneville County,Idaho,ID,13291,16011
Harris,Boundary County,Idaho,ID,,16013
Hart,Butte County,Idaho,ID,13293,16015
Heard,Camas County,Idaho,ID,13295,16017
Henry,Canyon County,Idaho,ID,13297,16019
Houston,Caribou County,Idaho,ID,13299,16021
Irwin,Cassia County,Idaho,ID,13301,16023
Jackson,Clark County,Idaho,ID,13303,16025
Jasper,Clearwater County,Idaho,ID,13305,16027
Jeff Davis,Custer County,Idaho,ID,13307,16029
Jefferson,Elmore County,Idaho,ID,13309,16031
Jenkins,Franklin County,Idaho,ID,13311,16033
Johnson,Fremont County,Idaho,ID,13313,16035
Jones,Gem County,Idaho,ID,13315,16037
Lamar,Gooding County,Idaho,ID,13317,16039
Lanier,Idaho County,Idaho,ID,13319,16041
Laurens,Jefferson County,Idaho,ID,13321,16043
Lee,Jerome County,Idaho,ID,,16045
Liberty,Kootenai County,Idaho,ID,15001,16047
Lincoln,Latah County,Idaho,ID,15003,16049
Long,Lemhi County,Idaho,ID,15007,16051
Lowndes,Lewis County,Idaho,ID,15009,16053
Lumpkin,Lincoln County,Idaho,ID,16001,16055
Macon,Madison County,Idaho,ID,16003,16057
Madison,Minidoka County,Idaho,ID,16005,16059
Marion,Nez Perce County,Idaho,ID,16007,16061
McDuffie,Oneida County,Idaho,ID,16009,16063
McIntosh,Owyhee County,Idaho,ID,16011,16065
Meriwether,Payette County,Idaho,ID,16013,16067
Miller,Power County,Idaho,ID,16015,16069
