Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
07/22/2020,02/01/2020,07/18/2020,OH,Darke County,39037,18,240
07/22/2020,02/01/2020,07/18/2020,OH,Erie County,39043,17,522
07/22/2020,02/01/2020,07/18/2020,OH,Fairfield County,39045,12,664
07/22/2020,02/01/2020,07/18/2020,OH,Franklin County,39049,483,6560
07/22/2020,02/01/2020,07/18/2020,OH,Geauga County,39055,46,445
07/22/2020,02/01/2020,07/18/2020,OH,Hamilton County,39061,175,4676
07/22/2020,02/01/2020,07/18/2020,OH,Lake County,39085,11,893
07/22/2020,02/01/2020,07/18/2020,OH,Lorain County,39093,44,1241
07/22/2020,02/01/2020,07/18/2020,OH,Lucas County,39095,323,2850
07/22/2020,02/01/2020,07/18/2020,OH,Mahoning County,39099,221,1766
07/22/2020,02/01/2020,07/18/2020,OH,Marion County,39101,26,333
07/22/2020,02/01/2020,07/18/2020,OH,Medina County,39103,20,638
07/22/2020,02/01/2020,07/18/2020,OH,Miami County,39109,19,448
07/22/2020,02/01/2020,07/18/2020,OH,Montgomery County,39113,59,3561
07/22/2020,02/01/2020,07/18/2020,OH,Ottawa County,39123,15,149
07/22/2020,02/01/2020,07/18/2020,OH,Pickaway County,39129,13,232
07/22/2020,02/01/2020,07/18/2020,OH,Portage County,39133,42,651
07/22/2020,02/01/2020,07/18/2020,OH,Putnam County,39137,10,114
07/22/2020,02/01/2020,07/18/2020,OH,Stark County,39151,110,2258
07/22/2020,02/01/2020,07/18/2020,OH,Summit County,39153,180,3012
07/22/2020,02/01/2020,07/18/2020,OH,Trumbull County,39155,41,991
07/22/2020,02/01/2020,07/18/2020,OH,Tuscarawas County,39157,10,517
07/22/2020,02/01/2020,07/18/2020,OH,Warren County,39165,19,789
07/22/2020,02/01/2020,07/18/2020,OH,Washington County,39167,21,384
07/22/2020,02/01/2020,07/18/2020,OH,Wayne County,39169,53,546
07/22/2020,02/01/2020,07/18/2020,OH,Wood County,39173,33,607
07/22/2020,02/01/2020,07/18/2020,OK,Cleveland County,40027,44,899
07/22/2020,02/01/2020,07/18/2020,OK,Delaware County,40041,16,215
07/22/2020,02/01/2020,07/18/2020,OK,Muskogee County,40101,13,429
07/22/2020,02/01/2020,07/18/2020,OK,Oklahoma County,40109,114,4607
07/22/2020,02/01/2020,07/18/2020,OK,Tulsa County,40143,124,3823
07/22/2020,02/01/2020,07/18/2020,OK,Washington County,40147,34,333
07/22/2020,02/01/2020,07/18/2020,OR,Clackamas County,41005,30,1633
07/22/2020,02/01/2020,07/18/2020,OR,Linn County,41043,10,693
07/22/2020,02/01/2020,07/18/2020,OR,Marion County,41047,45,1395
07/22/2020,02/01/2020,07/18/2020,OR,Multnomah County,41051,98,3144
07/22/2020,02/01/2020,07/18/2020,OR,Washington County,41067,30,1692
07/22/2020,02/01/2020,07/18/2020,PA,Adams County,42001,12,424
07/22/2020,02/01/2020,07/18/2020,PA,Allegheny County,42003,235,7422
07/22/2020,02/01/2020,07/18/2020,PA,Beaver County,42007,81,919
07/22/2020,02/01/2020,07/18/2020,PA,Berks County,42011,343,2058
07/22/2020,02/01/2020,07/18/2020,PA,Bucks County,42017,557,3297
07/22/2020,02/01/2020,07/18/2020,PA,Carbon County,42025,15,265
07/22/2020,02/01/2020,07/18/2020,PA,Chester County,42029,387,2283
07/22/2020,02/01/2020,07/18/2020,PA,Columbia County,42037,26,200
07/22/2020,02/01/2020,07/18/2020,PA,Cumberland County,42041,99,1211
07/22/2020,02/01/2020,07/18/2020,PA,Dauphin County,42043,161,1623
07/22/2020,02/01/2020,07/18/2020,PA,Delaware County,42045,681,2909
07/22/2020,02/01/2020,07/18/2020,PA,Erie County,42049,16,1306
07/22/2020,02/01/2020,07/18/2020,PA,Franklin County,42055,47,776
07/22/2020,02/01/2020,07/18/2020,PA,Lackawanna County,42069,234,1496
07/22/2020,02/01/2020,07/18/2020,PA,Lancaster County,42071,376,2784
07/22/2020,02/01/2020,07/18/2020,PA,Lebanon County,42075,49,692
07/22/2020,02/01/2020,07/18/2020,PA,Lehigh County,42077,477,2567
07/22/2020,02/01/2020,07/18/2020,PA,Luzerne County,42079,179,1882
07/22/2020,02/01/2020,07/18/2020,PA,Lycoming County,42081,23,541
07/22/2020,02/01/2020,07/18/2020,PA,Mercer County,42085,12,580
07/22/2020,02/01/2020,07/18/2020,PA,Monroe County,42089,101,667
07/22/2020,02/01/2020,07/18/2020,PA,Montgomery County,42091,1090,4876
07/22/2020,02/01/2020,07/18/2020,PA,Montour County,42093,29,501
07/22/2020,02/01/2020,07/18/2020,PA,Northampton County,42095,257,1469
07/22/2020,02/01/2020,07/18/2020,PA,Philadelphia County,42101,1484,8458
07/22/2020,02/01/2020,07/18/2020,PA,Pike County,42103,12,149
07/22/2020,02/01/2020,07/18/2020,PA,Schuylkill County,42107,30,739
07/22/2020,02/01/2020,07/18/2020,PA,Susquehanna County,42115,33,219
07/22/2020,02/01/2020,07/18/2020,PA,Wayne County,42127,10,269
07/22/2020,02/01/2020,07/18/2020,PA,Westmoreland County,42129,33,1526
07/22/2020,02/01/2020,07/18/2020,PA,York County,42133,58,1933
07/22/2020,02/01/2020,07/18/2020,RI,Kent County,44003,104,770
07/22/2020,02/01/2020,07/18/2020,RI,Providence County,44007,776,3743
07/22/2020,02/01/2020,07/18/2020,RI,Washington County,44009,51,510
07/22/2020,02/01/2020,07/18/2020,SC,Anderson County,45007,18,1179
07/22/2020,02/01/2020,07/18/2020,SC,Beaufort County,45013,15,729
07/22/2020,02/01/2020,07/18/2020,SC,Berkeley County,45015,15,674
07/22/2020,02/01/2020,07/18/2020,SC,Charleston County,45019,77,2315
07/22/2020,02/01/2020,07/18/2020,SC,Chesterfield County,45025,12,216
07/22/2020,02/01/2020,07/18/2020,SC,Clarendon County,45027,29,166
07/22/2020,02/01/2020,07/18/2020,SC,Colleton County,45029,22,253
07/22/2020,02/01/2020,07/18/2020,SC,Darlington County,45031,29,294
07/22/2020,02/01/2020,07/18/2020,SC,Florence County,45041,127,1422
07/22/2020,02/01/2020,07/18/2020,SC,Greenville County,45045,112,2640
07/22/2020,02/01/2020,07/18/2020,SC,Horry County,45051,80,1993
07/22/2020,02/01/2020,07/18/2020,SC,Lancaster County,45057,11,397
07/22/2020,02/01/2020,07/18/2020,SC,Lexington County,45063,57,1385
07/22/2020,02/01/2020,07/18/2020,SC,Orangeburg County,45075,21,501
07/22/2020,02/01/2020,07/18/2020,SC,Richland County,45079,131,2030
07/22/2020,02/01/2020,07/18/2020,SC,Spartanburg County,45083,72,1800
07/22/2020,02/01/2020,07/18/2020,SC,Sumter County,45085,26,557
07/22/2020,02/01/2020,07/18/2020,SC,York County,45091,11,1015
07/22/2020,02/01/2020,07/18/2020,SD,Minnehaha County,46099,79,1152
07/22/2020,02/01/2020,07/18/2020,SD,Pennington County,46103,23,542
07/22/2020,02/01/2020,07/18/2020,TN,Davidson County,47037,163,4061
07/22/2020,02/01/2020,07/18/2020,TN,Hamilton County,47065,56,2595
07/22/2020,02/01/2020,07/18/2020,TN,Knox County,47093,21,3145
07/22/2020,02/01/2020,07/18/2020,TN,McMinn County,47107,11,292
07/22/2020,02/01/2020,07/18/2020,TN,Putnam County,47141,13,589
07/22/2020,02/01/2020,07/18/2020,TN,Rutherford County,47149,49,1304
07/22/2020,02/01/2020,07/18/2020,TN,Shelby County,47157,199,5174
07/22/2020,02/01/2020,07/18/2020,TN,Sumner County,47165,56,787
07/22/2020,02/01/2020,07/18/2020,TN,Williamson County,47187,16,589
07/22/2020,02/01/2020,07/18/2020,TX,Angelina County,48005,11,515
07/22/2020,02/01/2020,07/18/2020,TX,Bell County,48027,22,1419
07/22/2020,02/01/2020,07/18/2020,TX,Bexar County,48029,276,7200
07/22/2020,02/01/2020,07/18/2020,TX,Bowie County,48037,25,698
07/22/2020,02/01/2020,07/18/2020,TX,Brazoria County,48039,47,1053
07/22/2020,02/01/2020,07/18/2020,TX,Brazos County,48041,51,736
07/22/2020,02/01/2020,07/18/2020,TX,Brown County,48049,12,218
07/22/2020,02/01/2020,07/18/2020,TX,Cameron County,48061,155,1586
07/22/2020,02/01/2020,07/18/2020,TX,Collin County,48085,90,2854
07/22/2020,02/01/2020,07/18/2020,TX,Comal County,48091,20,628
07/22/2020,02/01/2020,07/18/2020,TX,Dallas County,48113,407,8459
07/22/2020,02/01/2020,07/18/2020,TX,Denton County,48121,56,1968
07/22/2020,02/01/2020,07/18/2020,TX,Ector County,48135,18,668
07/22/2020,02/01/2020,07/18/2020,TX,Ellis County,48139,18,570
07/22/2020,02/01/2020,07/18/2020,TX,El Paso County,48141,169,3018
07/22/2020,02/01/2020,07/18/2020,TX,Fort Bend County,48157,80,1666
07/22/2020,02/01/2020,07/18/2020,TX,Galveston County,48167,128,1278
07/22/2020,02/01/2020,07/18/2020,TX,Grayson County,48181,12,829
07/22/2020,02/01/2020,07/18/2020,TX,Gregg County,48183,33,904
07/22/2020,02/01/2020,07/18/2020,TX,Guadalupe County,48187,18,468
07/22/2020,02/01/2020,07/18/2020,TX,Harris County,48201,703,14786
07/22/2020,02/01/2020,07/18/2020,TX,Hidalgo County,48215,97,2330
07/22/2020,02/01/2020,07/18/2020,TX,Hunt County,48231,13,439
07/22/2020,02/01/2020,07/18/2020,TX,Jefferson County,48245,52,1511
07/22/2020,02/01/2020,07/18/2020,TX,Lamar County,48277,19,340
07/22/2020,02/01/2020,07/18/2020,TX,Lubbock County,48303,74,1803
07/22/2020,02/01/2020,07/18/2020,TX,McLennan County,48309,16,1184
07/22/2020,02/01/2020,07/18/2020,TX,Matagorda County,48321,10,141
07/22/2020,02/01/2020,07/18/2020,TX,Midland County,48329,16,524
07/22/2020,02/01/2020,07/18/2020,TX,Montgomery County,48339,61,2527
07/22/2020,02/01/2020,07/18/2020,TX,Nacogdoches County,48347,43,366
07/22/2020,02/01/2020,07/18/2020,TX,Nueces County,48355,19,1614
07/22/2020,02/01/2020,07/18/2020,TX,Panola County,48365,10,135
07/22/2020,02/01/2020,07/18/2020,TX,Potter County,48375,76,1053
07/22/2020,02/01/2020,07/18/2020,TX,Rockwall County,48397,24,401
07/22/2020,02/01/2020,07/18/2020,TX,Smith County,48423,44,1760
07/22/2020,02/01/2020,07/18/2020,TX,Tarrant County,48439,296,7594
07/22/2020,02/01/2020,07/18/2020,TX,Taylor County,48441,10,795
07/22/2020,02/01/2020,07/18/2020,TX,Travis County,48453,156,3317
07/22/2020,02/01/2020,07/18/2020,TX,Victoria County,48469,18,508
07/22/2020,02/01/2020,07/18/2020,TX,Walker County,48471,13,208
07/22/2020,02/01/2020,07/18/2020,TX,Washington County,48477,24,171
07/22/2020,02/01/2020,07/18/2020,TX,Webb County,48479,31,685
07/22/2020,02/01/2020,07/18/2020,TX,Williamson County,48491,56,1683
07/22/2020,02/01/2020,07/18/2020,UT,Salt Lake County,49035,148,3751
07/22/2020,02/01/2020,07/18/2020,UT,Utah County,49049,26,1343
07/22/2020,02/01/2020,07/18/2020,UT,Washington County,49053,22,857
07/22/2020,02/01/2020,07/18/2020,UT,Weber County,49057,16,965
07/22/2020,02/01/2020,07/18/2020,VT,Chittenden County,50007,49,791
07/22/2020,02/01/2020,07/18/2020,VA,Accomack County,51001,16,213
07/22/2020,02/01/2020,07/18/2020,VA,Albemarle County,51003,28,534
07/22/2020,02/01/2020,07/18/2020,VA,Arlington County,51013,154,752
07/22/2020,02/01/2020,07/18/2020,VA,Chesterfield County,51041,57,1240
07/22/2020,02/01/2020,07/18/2020,VA,Fairfax County,51059,453,2834
07/22/2020,02/01/2020,07/18/2020,VA,Hanover County,51085,65,663
07/22/2020,02/01/2020,07/18/2020,VA,Henrico County,51087,145,1662
07/22/2020,02/01/2020,07/18/2020,VA,Loudoun County,51107,128,963
07/22/2020,02/01/2020,07/18/2020,VA,Mecklenburg County,51117,28,231
07/22/2020,02/01/2020,07/18/2020,VA,Northampton County,51131,14,74
07/22/2020,02/01/2020,07/18/2020,VA,Page County,51139,22,129
07/22/2020,02/01/2020,07/18/2020,VA,Prince William County,51153,96,898
07/22/2020,02/01/2020,07/18/2020,VA,Rockingham County,51165,35,447
07/22/2020,02/01/2020,07/18/2020,VA,Shenandoah County,51171,23,230
07/22/2020,02/01/2020,07/18/2020,VA,Southampton County,51175,10,63
07/22/2020,02/01/2020,07/18/2020,VA,Spotsylvania County,51177,22,383
07/22/2020,02/01/2020,07/18/2020,VA,York County,51199,10,242
07/22/2020,02/01/2020,07/18/2020,VA,Alexandria city,51510,83,490
07/22/2020,02/01/2020,07/18/2020,VA,Charlottesville city,51540,23,476
07/22/2020,02/01/2020,07/18/2020,VA,Chesapeake city,51550,17,874
07/22/2020,02/01/2020,07/18/2020,VA,Emporia city,51595,12,59
07/22/2020,02/01/2020,07/18/2020,VA,Fredericksburg city,51630,26,417
07/22/2020,02/01/2020,07/18/2020,VA,Galax city,51640,30,108
07/22/2020,02/01/2020,07/18/2020,VA,Harrisonburg city,51660,14,142
07/22/2020,02/01/2020,07/18/2020,VA,Lynchburg city,51680,16,753
07/22/2020,02/01/2020,07/18/2020,VA,Manassas city,51683,77,281
07/22/2020,02/01/2020,07/18/2020,VA,Newport News city,51700,28,956
07/22/2020,02/01/2020,07/18/2020,VA,Norfolk city,51710,21,1234
07/22/2020,02/01/2020,07/18/2020,VA,Petersburg city,51730,44,386
07/22/2020,02/01/2020,07/18/2020,VA,Portsmouth city,51740,21,522
07/22/2020,02/01/2020,07/18/2020,VA,Richmond city,51760,57,1443
07/22/2020,02/01/2020,07/18/2020,VA,Roanoke city,51770,23,1132
07/22/2020,02/01/2020,07/18/2020,VA,Salem city,51775,18,449
07/22/2020,02/01/2020,07/18/2020,VA,Suffolk city,51800,41,455
07/22/2020,02/01/2020,07/18/2020,VA,Virginia Beach city,51810,35,1493
07/22/2020,02/01/2020,07/18/2020,VA,Winchester city,51840,28,529
07/22/2020,02/01/2020,07/18/2020,WA,Benton County,53005,95,957
07/22/2020,02/01/2020,07/18/2020,WA,Chelan County,53007,11,443
07/22/2020,02/01/2020,07/18/2020,WA,Clark County,53011,22,1839
07/22/2020,02/01/2020,07/18/2020,WA,Franklin County,53021,13,139
07/22/2020,02/01/2020,07/18/2020,WA,Island County,53029,12,275
07/22/2020,02/01/2020,07/18/2020,WA,King County,53033,576,6765
07/22/2020,02/01/2020,07/18/2020,WA,Pierce County,53053,100,3417
07/22/2020,02/01/2020,07/18/2020,WA,Skagit County,53057,12,581
07/22/2020,02/01/2020,07/18/2020,WA,Snohomish County,53061,145,2620
07/22/2020,02/01/2020,07/18/2020,WA,Spokane County,53063,44,2471
07/22/2020,02/01/2020,07/18/2020,WA,Whatcom County,53073,41,845
07/22/2020,02/01/2020,07/18/2020,WA,Yakima County,53077,139,1078
07/22/2020,02/01/2020,07/18/2020,WV,Berkeley County,54003,11,432
07/22/2020,02/01/2020,07/18/2020,WV,Kanawha County,54039,29,1349
07/22/2020,02/01/2020,07/18/2020,WV,Monongalia County,54061,13,711
07/22/2020,02/01/2020,07/18/2020,WV,Ohio County,54069,13,377
07/22/2020,02/01/2020,07/18/2020,WI,Brown County,55009,49,1324
07/22/2020,02/01/2020,07/18/2020,WI,Dane County,55025,45,2199
07/22/2020,02/01/2020,07/18/2020,WI,Grant County,55043,12,211
07/22/2020,02/01/2020,07/18/2020,WI,Kenosha County,55059,56,738
07/22/2020,02/01/2020,07/18/2020,WI,Milwaukee County,55079,384,4975
07/22/2020,02/01/2020,07/18/2020,WI,Outagamie County,55087,12,793
07/22/2020,02/01/2020,07/18/2020,WI,Ozaukee County,55089,47,560
07/22/2020,02/01/2020,07/18/2020,WI,Racine County,55101,47,868
07/22/2020,02/01/2020,07/18/2020,WI,Rock County,55105,21,807
07/22/2020,02/01/2020,07/18/2020,WI,Walworth County,55127,18,417
07/22/2020,02/01/2020,07/18/2020,WI,Waukesha County,55133,38,1697
07/22/2020,02/01/2020,07/18/2020,WI,Waupaca County,55135,10,292
07/22/2020,02/01/2020,07/18/2020,WI,Winnebago County,55139,14,820
